,x,y,z,pressure,altitude,HR,variance_x,variance_y,variance_z,label,slope
51,-0.939575195,0.35534668,-0.102294922,971.216821,355.98381,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
52,-0.939208984,0.362182617,-0.107055664,971.216821,355.98381,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
53,-0.939208984,0.362182617,-0.107055664,971.2353182,355.8244343,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
54,-0.934814453,0.370605469,-0.118652344,971.2353182,355.8244343,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
55,-0.937011719,0.366088867,-0.116821289,971.2353182,355.8244343,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
56,-0.937011719,0.366088867,-0.116821289,971.2401089,355.7831571,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
57,-0.950561523,0.359863281,-0.114868164,971.2401089,355.7831571,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
58,-0.950561523,0.359863281,-0.114868164,971.2465006,355.7280855,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
59,-0.956787109,0.362182617,-0.111938477,971.2465006,355.7280855,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
60,-0.963867188,0.368530273,-0.112670898,971.2465006,355.7280855,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
61,-0.963867188,0.368530273,-0.112670898,971.2617408,355.5967764,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
62,-0.963867188,0.368530273,-0.112670898,971.2617408,355.5967764,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
63,-0.969238281,0.365234375,-0.123413086,971.2617408,355.5967764,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
64,-0.967651367,0.35949707,-0.124267578,971.2617408,355.5967764,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
65,-0.967651367,0.35949707,-0.124267578,971.2749947,355.4825822,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
66,-0.971069336,0.366210938,-0.125732422,971.2749947,355.4825822,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
67,-0.971069336,0.366210938,-0.125732422,971.2838642,355.4061647,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
68,-0.975830078,0.368286133,-0.125244141,971.2838642,355.4061647,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
69,-0.986083984,0.370727539,-0.122070313,971.2838642,355.4061647,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
70,-0.986083984,0.370727539,-0.122070313,971.294727,355.3125734,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
71,-0.986083984,0.370727539,-0.122070313,971.3010494,355.2581019,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
72,-0.980834961,0.368652344,-0.116333008,971.3010494,355.2581019,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
73,-0.98449707,0.369384766,-0.12097168,971.3010494,355.2581019,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
74,-0.98449707,0.369384766,-0.12097168,971.3123624,355.1606336,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
75,-0.989379883,0.375,-0.122070313,971.3123624,355.1606336,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
76,-0.989379883,0.375,-0.122070313,971.3190747,355.1028028,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
77,-0.993652344,0.375488281,-0.129882813,971.3190747,355.1028028,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
78,-0.991577148,0.372558594,-0.129272461,971.3190747,355.1028028,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
79,-0.991577148,0.372558594,-0.129272461,971.3269063,355.0353298,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
80,-0.987426758,0.373413086,-0.121826172,971.3269063,355.0353298,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
81,-0.987426758,0.373413086,-0.121826172,971.3338736,354.9753034,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
82,-0.987426758,0.373413086,-0.121826172,971.3338736,354.9753034,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
83,-0.981323242,0.375732422,-0.122436523,971.3338736,354.9753034,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
84,-0.973266602,0.372680664,-0.123779297,971.3338736,354.9753034,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
85,-0.973266602,0.372680664,-0.123779297,971.3426095,354.90004,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
86,-0.967407227,0.370239258,-0.116088867,971.3426095,354.90004,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
87,-0.96472168,0.372192383,-0.112426758,971.3426095,354.90004,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
88,-0.96472168,0.372192383,-0.112426758,971.3434445,354.8928465,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
89,-0.961303711,0.374267578,-0.11706543,971.3434445,354.8928465,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
90,-0.961303711,0.374267578,-0.11706543,971.3450301,354.8791858,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
91,-0.950439453,0.372070313,-0.11706543,971.3450301,354.8791858,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
92,-0.888916016,0.385620117,-0.165039063,971.3450301,354.8791858,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
93,-0.888916016,0.385620117,-0.165039063,971.3459346,354.8713937,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
94,-0.864501953,0.397094727,-0.192626953,971.3459346,354.8713937,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
95,-0.864501953,0.397094727,-0.192626953,971.3478016,354.8553085,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
96,-0.909423828,0.383666992,-0.155517578,971.3478016,354.8553085,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
97,-0.927246094,0.373291016,-0.141235352,971.3478016,354.8553085,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
98,-0.927246094,0.373291016,-0.141235352,971.3458905,354.8717732,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
99,-0.926147461,0.370483398,-0.135620117,971.3458905,354.8717732,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
100,-0.926147461,0.370483398,-0.135620117,971.3495861,354.8399348,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
101,-0.928833008,0.370239258,-0.134155273,971.3495861,354.8399348,62,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
102,-0.928833008,0.370239258,-0.134155273,971.3495861,354.8399348,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
103,-0.933105469,0.36706543,-0.139648438,971.3495861,354.8399348,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
104,-0.933105469,0.36706543,-0.139648438,971.345411,354.8759047,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
105,-0.917480469,0.396850586,-0.100585938,971.345411,354.8759047,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
106,-0.917480469,0.396850586,-0.100585938,971.3526919,354.8131777,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
107,-0.911254883,0.413818359,-0.079223633,971.3526919,354.8131777,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
108,-0.923950195,0.388305664,-0.106811523,971.3526919,354.8131777,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
109,-0.923950195,0.388305664,-0.106811523,971.3486988,354.8475794,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
110,-0.928833008,0.378540039,-0.117553711,971.3486988,354.8475794,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
111,-0.926879883,0.37512207,-0.125732422,971.3486988,354.8475794,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
112,-0.926879883,0.37512207,-0.125732422,971.3488334,354.8464193,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
113,-0.928100586,0.370361328,-0.131591797,971.3488334,354.8464193,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
114,-0.928100586,0.370361328,-0.131591797,971.3538792,354.8029481,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
115,-0.937011719,0.369140625,-0.130126953,971.3538792,354.8029481,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
116,-0.949462891,0.367553711,-0.144042969,971.3538792,354.8029481,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
117,-0.949462891,0.367553711,-0.144042969,971.3497306,354.8386901,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
118,-0.948974609,0.368896484,-0.154663086,971.3497306,354.8386901,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
119,-0.948974609,0.368896484,-0.154663086,971.3509252,354.8283976,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
120,-0.946655273,0.400878906,-0.147216797,971.3509252,354.8283976,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
121,-0.946655273,0.400878906,-0.147216797,971.3509252,354.8283976,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
122,-0.945678711,0.411499023,-0.149902344,971.3509252,354.8283976,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
123,-0.945678711,0.411499023,-0.149902344,971.3360434,354.95661,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
124,-0.94519043,0.389404297,-0.162597656,971.3360434,354.95661,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
125,-0.94519043,0.389404297,-0.162597656,971.3082959,355.1956689,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
126,-0.942871094,0.356201172,-0.190429688,971.3082959,355.1956689,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
127,-0.931396484,0.311523438,-0.240966797,971.3082959,355.1956689,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
128,-0.931396484,0.311523438,-0.240966797,971.3077942,355.1999911,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
142,-0.929077148,0.27722168,-0.295043945,971.3625415,354.7283204,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
143,-0.929077148,0.27722168,-0.295043945,971.3893422,354.4974297,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
144,-0.929077148,0.27722168,-0.295043945,971.3893422,354.4974297,64,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
0,-0.934448242,0.314208984,-0.223754883,970.3445083,363.5026164,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
1,-0.934448242,0.314208984,-0.223754883,970.3584491,363.3824117,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
2,-0.937866211,0.320068359,-0.225219727,970.3584491,363.3824117,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
3,-0.937866211,0.320068359,-0.225219727,970.3680888,363.299295,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
4,-0.943725586,0.319702148,-0.22277832,970.3680888,363.299295,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
5,-0.937988281,0.309082031,-0.223754883,970.3680888,363.299295,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
6,-0.937988281,0.309082031,-0.223754883,970.3790958,363.2043889,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
7,-0.93737793,0.29675293,-0.225219727,970.3790958,363.2043889,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
8,-0.93737793,0.29675293,-0.225219727,970.3858897,363.14581,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
9,-0.947631836,0.294189453,-0.221801758,970.3858897,363.14581,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
10,-0.951293945,0.299194336,-0.218017578,970.3858897,363.14581,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
11,-0.951293945,0.299194336,-0.218017578,970.3976255,363.0446213,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
12,-0.942626953,0.301635742,-0.219482422,970.3976255,363.0446213,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
13,-0.940673828,0.303710938,-0.227416992,970.3976255,363.0446213,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
14,-0.940673828,0.303710938,-0.227416992,970.4075315,362.959211,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
15,-0.93762207,0.308959961,-0.233154297,970.4075315,362.959211,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
16,-0.93762207,0.308959961,-0.233154297,970.4193341,362.857449,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
17,-0.936279297,0.310302734,-0.227539063,970.4193341,362.857449,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
18,-0.91784668,0.352539063,-0.177978516,970.4193341,362.857449,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
19,-0.91784668,0.352539063,-0.177978516,970.4297192,362.7679089,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
20,-0.91784668,0.352539063,-0.177978516,970.4297192,362.7679089,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
21,-0.899902344,0.371337891,-0.166381836,970.4297192,362.7679089,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
22,-0.899902344,0.371337891,-0.166381836,970.4392687,362.6855744,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
23,-0.915527344,0.334228516,-0.206787109,970.4392687,362.6855744,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
24,-0.92590332,0.32409668,-0.220458984,970.4392687,362.6855744,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
25,-0.92590332,0.32409668,-0.220458984,970.4441038,362.6438863,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
26,-0.932861328,0.320556641,-0.226806641,970.4441038,362.6438863,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
27,-0.932861328,0.320556641,-0.226806641,970.4608265,362.4997076,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
28,-0.943359375,0.3125,-0.230834961,970.4608265,362.4997076,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
29,-0.945068359,0.308837891,-0.231689453,970.4608265,362.4997076,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
30,-0.945068359,0.308837891,-0.231689453,970.4733431,362.3917941,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
31,-0.93762207,0.287353516,-0.264404297,970.4733431,362.3917941,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
32,-0.93762207,0.287353516,-0.264404297,970.4798209,362.3359452,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
33,-0.937255859,0.278320313,-0.276489258,970.4798209,362.3359452,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
34,-0.937133789,0.293945313,-0.247680664,970.4798209,362.3359452,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
35,-0.937133789,0.293945313,-0.247680664,970.4942354,362.2116709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
36,-0.941162109,0.305419922,-0.237426758,970.4942354,362.2116709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
37,-0.941040039,0.317993164,-0.233642578,970.4942354,362.2116709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
38,-0.941040039,0.317993164,-0.233642578,970.5014468,362.1494982,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
39,-0.934692383,0.316650391,-0.228881836,970.5014468,362.1494982,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
40,-0.934692383,0.316650391,-0.228881836,970.5143597,362.0381709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
41,-0.933837891,0.307617188,-0.230712891,970.5143597,362.0381709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
42,-0.933837891,0.307617188,-0.230712891,970.5143597,362.0381709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
43,-0.919921875,0.32434082,-0.189941406,970.5143597,362.0381709,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
44,-0.919921875,0.32434082,-0.189941406,970.5214085,361.9774014,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
45,-0.911254883,0.333129883,-0.171875,970.5214085,361.9774014,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
46,-0.911254883,0.333129883,-0.171875,970.5413116,361.8058129,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
47,-0.922851563,0.324707031,-0.204223633,970.5413116,361.8058129,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
48,-0.930419922,0.322875977,-0.216064453,970.5413116,361.8058129,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
49,-0.930419922,0.322875977,-0.216064453,970.5424448,361.7960434,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
50,-0.930786133,0.315673828,-0.224731445,970.5424448,361.7960434,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
51,-0.930786133,0.315673828,-0.224731445,970.5546362,361.6909405,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
52,-0.938232422,0.31237793,-0.22668457,970.5546362,361.6909405,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
53,-0.935424805,0.310791016,-0.229736328,970.5546362,361.6909405,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
54,-0.935424805,0.310791016,-0.229736328,970.5658363,361.5943855,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
55,-0.955078125,0.336181641,-0.23840332,970.5658363,361.5943855,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
56,-0.955078125,0.336181641,-0.23840332,970.5730055,361.5325798,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
57,-0.967285156,0.348022461,-0.239379883,970.5730055,361.5325798,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
58,-0.94909668,0.329589844,-0.235595703,970.5730055,361.5325798,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
59,-0.94909668,0.329589844,-0.235595703,970.5835264,361.4418809,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
60,-0.947753906,0.325073242,-0.238037109,970.5835264,361.4418809,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
61,-0.947753906,0.325073242,-0.238037109,970.5835264,361.4418809,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
62,-0.944091797,0.319946289,-0.234008789,970.5835264,361.4418809,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.3
63,-0.944091797,0.319946289,-0.234008789,970.5929282,361.3608305,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
64,-0.937133789,0.317504883,-0.224853516,970.5929282,361.3608305,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
65,-0.937133789,0.317504883,-0.224853516,970.5998829,361.3008755,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
66,-0.931762695,0.315307617,-0.224609375,970.5998829,361.3008755,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
67,-0.960571289,0.324707031,-0.268432617,970.5998829,361.3008755,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.4
68,-0.960571289,0.324707031,-0.268432617,970.6136777,361.1819557,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
69,-0.982421875,0.330200195,-0.286743164,970.6136777,361.1819557,69,0.016188364730156057,0.01782389731250649,0.02754492659095466,0,0.5
