x,y,z,pressure,altitude,HR
-0.897949219,0.390014648,0.2578125,990.1990252,193.7073437,0
-0.897949219,0.390014648,0.2578125,990.2017732,193.6840347,0
-0.834350586,0.426269531,0.264160156,990.2017732,193.6840347,0
-0.809814453,0.435913086,0.258666992,990.2017732,193.6840347,0
-0.809814453,0.435913086,0.258666992,990.2022572,193.6799296,0
-0.863037109,0.406982422,0.256103516,990.2022572,193.6799296,0
-0.863037109,0.406982422,0.256103516,990.203438,193.6699135,0
-0.88684082,0.395629883,0.263305664,990.203438,193.6699135,0
-0.895874023,0.387207031,0.258300781,990.203438,193.6699135,0
-0.895874023,0.387207031,0.258300781,990.1945167,193.7455864,0
-0.900024414,0.376953125,0.257080078,990.1945167,193.7455864,0
-0.900024414,0.376953125,0.257080078,990.1880194,193.8006984,0
-0.905151367,0.378540039,0.257446289,990.1880194,193.8006984,0
-0.910644531,0.385498047,0.251464844,990.1880194,193.8006984,0
-0.910644531,0.385498047,0.251464844,990.162378,194.0181999,0
-0.91003418,0.382446289,0.254882813,990.162378,194.0181999,0
-0.91003418,0.382446289,0.254882813,990.1691231,193.960985,0
-0.912963867,0.37890625,0.256469727,990.1691231,193.960985,0
-0.915283203,0.380493164,0.24987793,990.1691231,193.960985,0
-0.915283203,0.380493164,0.24987793,990.1801173,193.8677266,0
-0.91015625,0.388427734,0.25,990.1801173,193.8677266,0
-0.91015625,0.388427734,0.25,990.1890791,193.79171,0
-0.906738281,0.393188477,0.257324219,990.1890791,193.79171,0
-0.907226563,0.39440918,0.258666992,990.1890791,193.79171,0
-0.907226563,0.39440918,0.258666992,990.2047497,193.6587874,0
-0.90637207,0.397094727,0.256103516,990.2047497,193.6587874,0
-0.887207031,0.41809082,0.270629883,990.2047497,193.6587874,0
-0.887207031,0.41809082,0.270629883,990.2072354,193.6377026,0
-0.876220703,0.427856445,0.276245117,990.2072354,193.6377026,0
-0.876220703,0.427856445,0.276245117,990.2178792,193.54742,0
-0.891967773,0.405395508,0.266479492,990.2178792,193.54742,0
-0.900390625,0.394897461,0.258789063,990.2178792,193.54742,0
-0.900390625,0.394897461,0.258789063,990.217243,193.5528163,0
-0.901123047,0.393188477,0.253051758,990.217243,193.5528163,0
-0.901123047,0.393188477,0.253051758,990.2174732,193.5508638,0
-0.900390625,0.389160156,0.252441406,990.2174732,193.5508638,0
-0.90222168,0.384155273,0.251220703,990.2174732,193.5508638,0
-0.90222168,0.384155273,0.251220703,990.2249836,193.4871597,0
-0.907226563,0.380859375,0.247436523,990.2249836,193.4871597,0
-0.907226563,0.380859375,0.247436523,990.224136,193.4943497,0
-0.907226563,0.380859375,0.247436523,990.224136,193.4943497,0
-0.908447266,0.379272461,0.247802734,990.224136,193.4943497,0
-0.91015625,0.384765625,0.252197266,990.224136,193.4943497,0
-0.91015625,0.384765625,0.252197266,990.2192985,193.5353815,0
-0.910888672,0.388427734,0.246826172,990.2192985,193.5353815,0
-0.909179688,0.380737305,0.243286133,990.2192985,193.5353815,0
-0.909179688,0.380737305,0.243286133,990.223162,193.5026109,0
-0.908325195,0.378173828,0.243774414,990.223162,193.5026109,0
-0.908325195,0.378173828,0.243774414,990.2238176,193.4970499,0
-0.907958984,0.377929688,0.247192383,990.2238176,193.4970499,0
-0.870239258,0.398681641,0.262207031,990.2238176,193.4970499,0
-0.870239258,0.398681641,0.262207031,990.2260744,193.4779079,0
-0.854736328,0.413696289,0.269287109,990.2260744,193.4779079,0
-0.854736328,0.413696289,0.269287109,990.2226638,193.5068372,0
-0.884033203,0.398681641,0.263183594,990.2226638,193.5068372,0
-0.893432617,0.384521484,0.261352539,990.2226638,193.5068372,0
-0.893432617,0.384521484,0.261352539,990.2249348,193.4875736,0
-0.893432617,0.384521484,0.261352539,990.2249348,193.4875736,0
-0.897949219,0.376831055,0.260498047,990.2249348,193.4875736,0
-0.897949219,0.376831055,0.260498047,990.2186164,193.541167,0
-0.901000977,0.380493164,0.258056641,990.2186164,193.541167,0
-0.905639648,0.384277344,0.256958008,990.2186164,193.541167,0
-0.905639648,0.384277344,0.256958008,990.2228757,193.5050391,0
-0.904663086,0.386108398,0.252197266,990.2228757,193.5050391,0
-0.904663086,0.386108398,0.252197266,990.2281471,193.4603272,0
-0.900024414,0.384887695,0.25,990.2281471,193.4603272,0
-0.906005859,0.38293457,0.23840332,990.2281471,193.4603272,0
-0.906005859,0.38293457,0.23840332,990.2371354,193.3840876,0
-0.901611328,0.382324219,0.24987793,990.2371354,193.3840876,0
-0.902709961,0.383056641,0.250976563,990.2371354,193.3840876,0
-0.902709961,0.383056641,0.250976563,990.2353592,193.3991532,0
-0.907470703,0.384521484,0.249389648,990.2353592,193.3991532,0
-0.907470703,0.384521484,0.249389648,990.2254632,193.483092,0
-0.908569336,0.36328125,0.258178711,990.2254632,193.483092,0
-0.909179688,0.352294922,0.263305664,990.2254632,193.483092,0
-0.909179688,0.352294922,0.263305664,990.2229874,193.5040917,0
-0.913574219,0.370117188,0.258300781,990.2229874,193.5040917,0
-0.913574219,0.370117188,0.258300781,990.2227089,193.5064541,0
-0.913574219,0.370117188,0.258300781,990.2227089,193.5064541,0
-0.916625977,0.383666992,0.254882813,990.2227089,193.5064541,0
-0.916015625,0.390991211,0.253417969,990.2227089,193.5064541,0
-0.916015625,0.390991211,0.253417969,990.2216665,193.5152961,0
-0.913696289,0.392333984,0.2578125,990.2216665,193.5152961,0
-0.913696289,0.392333984,0.2578125,990.2209181,193.5216438,0
-0.909423828,0.391967773,0.256835938,990.2209181,193.5216438,0
-0.909423828,0.383422852,0.253173828,990.2209181,193.5216438,0
-0.909423828,0.383422852,0.253173828,990.2220798,193.5117906,0
-0.879272461,0.408569336,0.3203125,990.2220798,193.5117906,0
-0.879272461,0.408569336,0.3203125,990.2274553,193.4661951,0
-0.862060547,0.425537109,0.345336914,990.2274553,193.4661951,0
-0.886352539,0.402099609,0.293457031,990.2274553,193.4661951,0
-0.886352539,0.402099609,0.293457031,990.2257327,193.4808058,0
-0.901855469,0.388183594,0.269287109,990.2257327,193.4808058,0
-0.906005859,0.385742188,0.256958008,990.2257327,193.4808058,0
-0.906005859,0.385742188,0.256958008,990.2222646,193.5102232,0
-0.905761719,0.385742188,0.255371094,990.2222646,193.5102232,0
-0.905761719,0.385742188,0.255371094,990.2221021,193.5116011,0
-0.907836914,0.382568359,0.248291016,990.2221021,193.5116011,0
-0.924438477,0.37487793,0.224243164,990.2221021,193.5116011,0
-0.924438477,0.37487793,0.224243164,990.2158439,193.5646839,0
-0.924438477,0.37487793,0.224243164,990.2158439,193.5646839,0
-0.932128906,0.373291016,0.217163086,990.2158439,193.5646839,0
-0.932128906,0.373291016,0.217163086,990.2142935,193.5778346,0
-0.921142578,0.379882813,0.236816406,990.2142935,193.5778346,0
-0.912963867,0.385131836,0.23449707,990.2142935,193.5778346,0
-0.912963867,0.385131836,0.23449707,990.2333526,193.4161737,0
-0.908081055,0.385375977,0.243896484,990.2333526,193.4161737,0
-0.908081055,0.385375977,0.243896484,990.2608054,193.1833209,0
-0.904663086,0.381469727,0.258666992,990.2608054,193.1833209,0
-0.900024414,0.383666992,0.24987793,990.2608054,193.1833209,0
-0.900024414,0.383666992,0.24987793,990.2026009,193.6770137,0
-0.815551758,0.437988281,0.297973633,990.2026009,193.6770137,0
-0.815551758,0.437988281,0.297973633,990.0544233,194.933969,0
-0.776123047,0.471557617,0.327636719,990.0544233,194.933969,0
-0.840087891,0.44140625,0.293579102,990.0544233,194.933969,0
-0.840087891,0.44140625,0.293579102,990.0210677,195.2169373,0
-0.867797852,0.421020508,0.275512695,990.0210677,195.2169373,0
-0.867797852,0.421020508,0.275512695,990.0210677,195.2169373,0
-0.880737305,0.412597656,0.260864258,990.0210677,195.2169373,0
-0.880737305,0.412597656,0.260864258,990.0568783,194.9131428,0
-0.887817383,0.407592773,0.259277344,990.0568783,194.9131428,0
-0.887817383,0.407592773,0.259277344,990.0856813,194.6688018,0
-0.892089844,0.401123047,0.26171875,990.0856813,194.6688018,0
-0.892089844,0.403320313,0.258666992,990.0856813,194.6688018,0
-0.892089844,0.403320313,0.258666992,990.1351447,194.2492097,0
-0.895141602,0.40222168,0.258178711,990.1351447,194.2492097,0
-0.895141602,0.40222168,0.258178711,990.1452824,194.1632153,0
-0.898681641,0.396484375,0.255981445,990.1452824,194.1632153,0
-0.898193359,0.401123047,0.252807617,990.1452824,194.1632153,0
-0.898193359,0.401123047,0.252807617,990.1605493,194.0337124,0
-0.895996094,0.40234375,0.255493164,990.1605493,194.0337124,0
-0.895996094,0.40234375,0.255493164,990.1677109,193.9729638,0
-0.893798828,0.400756836,0.259887695,990.1677109,193.9729638,0
-0.891845703,0.408325195,0.260864258,990.1677109,193.9729638,0
-0.891845703,0.408325195,0.260864258,990.1936125,193.7532555,0
-0.90234375,0.425415039,0.232177734,990.1936125,193.7532555,0
-0.90234375,0.425415039,0.232177734,990.217929,193.5469978,0
-0.913574219,0.424072266,0.215698242,990.217929,193.5469978,0
-0.913574219,0.424072266,0.215698242,990.217929,193.5469978,0
-0.911499023,0.4140625,0.239257813,990.217929,193.5469978,0
-0.911499023,0.4140625,0.239257813,990.2180553,193.5459268,0
-0.904174805,0.415527344,0.249145508,990.2180553,193.5459268,0
-0.892456055,0.415283203,0.252807617,990.2180553,193.5459268,0
-0.892456055,0.415283203,0.252807617,990.2213894,193.5176461,0
-0.891235352,0.413085938,0.263916016,990.2213894,193.5176461,0
-0.891235352,0.413085938,0.263916016,990.2291562,193.4517676,0
-0.894775391,0.399780273,0.268310547,990.2291562,193.4517676,0
-0.90234375,0.402709961,0.270019531,990.2291562,193.4517676,0
-0.90234375,0.402709961,0.270019531,990.2363766,193.3905239,0
-0.902099609,0.391601563,0.266723633,990.2363766,193.3905239,0
-0.902099609,0.391601563,0.266723633,990.2306381,193.4391977,0
-0.904052734,0.382202148,0.267211914,990.2306381,193.4391977,0
-0.906982422,0.37878418,0.266357422,990.2306381,193.4391977,0
-0.906982422,0.37878418,0.266357422,990.2222325,193.5104951,0
-0.908325195,0.37097168,0.270141602,990.2222325,193.5104951,0
-0.908325195,0.37097168,0.270141602,990.2144921,193.5761499,0
-0.908325195,0.37097168,0.270141602,990.2144921,193.5761499,0
-0.905883789,0.368408203,0.273071289,990.2144921,193.5761499,0
-0.905761719,0.374511719,0.276367188,990.2144921,193.5761499,0
-0.905761719,0.374511719,0.276367188,990.2213178,193.5182536,0
-0.885986328,0.37109375,0.237304688,990.2213178,193.5182536,0
-0.885986328,0.37109375,0.237304688,990.2190742,193.5372846,0
-0.874633789,0.369506836,0.211791992,990.2190742,193.5372846,0
-0.890136719,0.381225586,0.235351563,990.2190742,193.5372846,0
-0.890136719,0.381225586,0.235351563,990.2202674,193.5271636,0
-0.894287109,0.383544922,0.248413086,990.2202674,193.5271636,0
-0.896240234,0.383666992,0.252441406,990.2202674,193.5271636,0
-0.896240234,0.383666992,0.252441406,990.2226278,193.507142,0
-0.899169922,0.384765625,0.251220703,990.2226278,193.507142,0
-0.899169922,0.384765625,0.251220703,990.2233492,193.501023,0
-0.900512695,0.382202148,0.255859375,990.2233492,193.501023,0
-0.893920898,0.393432617,0.303833008,990.2233492,193.501023,0
-0.893920898,0.393432617,0.303833008,990.233742,193.4128703,0
-0.891845703,0.39453125,0.32409668,990.233742,193.4128703,0
-0.891845703,0.39453125,0.32409668,990.2300991,193.4437701,0
-0.895141602,0.384643555,0.289794922,990.2300991,193.4437701,0
-0.895141602,0.384643555,0.289794922,990.2300991,193.4437701,0
-0.897583008,0.389282227,0.26965332,990.2300991,193.4437701,0
-0.897583008,0.389282227,0.26965332,990.2212406,193.5189086,0
-0.900878906,0.391601563,0.258178711,990.2212406,193.5189086,0
-0.900878906,0.391601563,0.258178711,990.2216036,193.5158295,0
-0.903442383,0.387451172,0.252807617,990.2216036,193.5158295,0
-0.905639648,0.385498047,0.244018555,990.2216036,193.5158295,0
-0.905639648,0.385498047,0.244018555,990.2211136,193.5199859,0
-0.918212891,0.414794922,0.249389648,990.2211136,193.5199859,0
-0.918212891,0.414794922,0.249389648,990.2166277,193.5580353,0
-0.92199707,0.426391602,0.255981445,990.2166277,193.5580353,0
-0.911254883,0.404663086,0.25390625,990.2166277,193.5580353,0
-0.911254883,0.404663086,0.25390625,990.2163718,193.5602062,0
-0.90625,0.396606445,0.246582031,990.2163718,193.5602062,0
-0.904907227,0.387695313,0.2421875,990.2163718,193.5602062,0
-0.904907227,0.387695313,0.2421875,990.2133251,193.5860485,0
-0.907348633,0.381347656,0.244262695,990.2133251,193.5860485,0
-0.907348633,0.381347656,0.244262695,990.2178168,193.5479493,0
-0.908569336,0.385742188,0.249511719,990.2178168,193.5479493,0
-0.908081055,0.395141602,0.251831055,990.2178168,193.5479493,0
-0.908081055,0.395141602,0.251831055,990.2133606,193.5857478,0
-0.908081055,0.395141602,0.251831055,990.2133606,193.5857478,0
-0.906738281,0.400512695,0.227905273,990.2133606,193.5857478,0
-0.906738281,0.400512695,0.227905273,990.2288015,193.4547767,0
-0.904052734,0.400878906,0.224121094,990.2288015,193.4547767,0
-0.904907227,0.396972656,0.249389648,990.2288015,193.4547767,0
-0.904907227,0.396972656,0.249389648,990.2225419,193.5078712,0
-0.904296875,0.40246582,0.257080078,990.2225419,193.5078712,0
-0.904296875,0.40246582,0.257080078,990.2214436,193.5171868,0
-0.898803711,0.403930664,0.258544922,990.2214436,193.5171868,0
-0.897338867,0.402587891,0.259277344,990.2214436,193.5171868,0
-0.897338867,0.402587891,0.259277344,990.2196018,193.532809,0
-0.89453125,0.402954102,0.259521484,990.2196018,193.532809,0
-0.89453125,0.402954102,0.259521484,990.2271542,193.468749,0
-0.875488281,0.420776367,0.282592773,990.2271542,193.468749,0
-0.864501953,0.442749023,0.298583984,990.2271542,193.468749,0
-0.864501953,0.442749023,0.298583984,990.2383099,193.3741258,0
-0.880249023,0.427856445,0.278930664,990.2383099,193.3741258,0
-0.887573242,0.408569336,0.255249023,990.2383099,193.3741258,0
-0.887573242,0.408569336,0.255249023,990.2286762,193.4558394,0
-0.887573242,0.408569336,0.255249023,990.2286762,193.4558394,0
-0.887939453,0.404663086,0.24621582,990.2286762,193.4558394,0
-0.887939453,0.404663086,0.24621582,990.228563,193.4567993,0
-0.894287109,0.405029297,0.24206543,990.228563,193.4567993,0
-0.890991211,0.399902344,0.2421875,990.228563,193.4567993,0
-0.890991211,0.399902344,0.2421875,990.2284749,193.4575467,0
-0.862304688,0.417358398,0.258911133,990.2284749,193.4575467,0
-0.862304688,0.417358398,0.258911133,990.2199838,193.5295692,0
-0.855224609,0.427490234,0.263549805,990.2199838,193.5295692,0
-0.87902832,0.412475586,0.260498047,990.2199838,193.5295692,0
-0.87902832,0.412475586,0.260498047,990.2176136,193.5496732,0
-0.897460938,0.396118164,0.258056641,990.2176136,193.5496732,0
-0.897460938,0.396118164,0.258056641,990.2141092,193.5793978,0
-0.91015625,0.386352539,0.254882813,990.2141092,193.5793978,0
-0.905639648,0.40222168,0.259521484,990.2141092,193.5793978,0
-0.905639648,0.40222168,0.259521484,990.2115293,193.6012816,0
-0.891113281,0.372558594,0.237792969,990.2115293,193.6012816,0
-0.891113281,0.372558594,0.237792969,990.208874,193.6238041,0
-0.878051758,0.358764648,0.228759766,990.208874,193.6238041,0
-0.891723633,0.381469727,0.238037109,990.208874,193.6238041,0
-0.891723633,0.381469727,0.238037109,990.2088279,193.6241952,0
-0.901245117,0.388916016,0.245483398,990.2088279,193.6241952,0
-0.901245117,0.388916016,0.245483398,990.2088279,193.6241952,0
-0.902587891,0.386230469,0.246948242,990.2088279,193.6241952,0
-0.902587891,0.386230469,0.246948242,990.2076307,193.6343495,0
-0.904296875,0.385986328,0.247558594,990.2076307,193.6343495,0
-0.904296875,0.385986328,0.247558594,990.2146267,193.5750088,0
-0.905029297,0.397338867,0.245727539,990.2146267,193.5750088,0
-0.905395508,0.402587891,0.241821289,990.2146267,193.5750088,0
-0.905395508,0.402587891,0.241821289,990.2135857,193.5838385,0
-0.907592773,0.393554688,0.238891602,990.2135857,193.5838385,0
-0.907592773,0.393554688,0.238891602,990.1992206,193.7056863,0
-0.905517578,0.396728516,0.241821289,990.1992206,193.7056863,0
-0.901489258,0.400268555,0.245239258,990.1992206,193.7056863,0
-0.901489258,0.400268555,0.245239258,990.1931092,193.757525,0
-0.89855957,0.402954102,0.243652344,990.1931092,193.757525,0
-0.89855957,0.402954102,0.243652344,990.1771475,193.892918,0
-0.895141602,0.409301758,0.241821289,990.1771475,193.892918,0
-0.898681641,0.40612793,0.24206543,990.1771475,193.892918,0
-0.898681641,0.40612793,0.24206543,990.1844889,193.8306454,0
-0.904541016,0.400390625,0.243164063,990.1844889,193.8306454,0
-0.904541016,0.400390625,0.243164063,990.1927139,193.7608781,0
-0.910400391,0.393676758,0.202026367,990.1927139,193.7608781,0
-0.910400391,0.393676758,0.202026367,990.1927139,193.7608781,54
-0.91418457,0.396728516,0.181762695,990.1927139,193.7608781,54
-0.91418457,0.396728516,0.181762695,990.2008995,193.6914457,54
-0.910644531,0.406494141,0.217163086,990.2008995,193.6914457,54
-0.907958984,0.404785156,0.238891602,990.2008995,193.6914457,54
-0.907958984,0.404785156,0.238891602,990.2075142,193.6353382,54
-0.901611328,0.404052734,0.242797852,990.2075142,193.6353382,54
-0.901611328,0.404052734,0.242797852,990.2123908,193.5939739,54
-0.896484375,0.410888672,0.242553711,990.2123908,193.5939739,54
-0.897216797,0.409912109,0.244506836,990.2123908,193.5939739,54
-0.897216797,0.409912109,0.244506836,990.2153969,193.5684756,54
-0.909057617,0.401245117,0.231811523,990.2153969,193.5684756,54
-0.909057617,0.401245117,0.231811523,990.2131173,193.5878115,54
